arm,request_contract,workload,cache_state,entities,source_sha256,closure_entities,source_bytes,pinned_source_bytes,pin_us,materialized_payload_bytes,repetition,repeated_materialize_us,first_exact_bounded_us,proof
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,787,215784,5,9439,12824,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,620,215784,6,8566,11805,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,616,215784,7,12139,5392,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,2816,215784,8,20024,19149,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,2470,215784,9,9467,10825,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,549,215784,10,6259,6749,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,545,215784,11,11031,10696,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,994,215784,12,12758,9267,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,1579,215784,13,8962,13416,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,536,215784,14,8853,7468,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,569,215784,15,10428,8742,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,2196,215784,16,7635,15590,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,589,215784,17,9633,8787,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,1902,215784,18,22840,11742,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,26742,215784,19,14221,45027,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,705,215784,20,10559,14402,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,2034,215784,21,7018,12968,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,1662,215784,22,5875,7828,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,722,215784,23,10117,8950,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,1168,215784,24,6467,9324,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,1945,215784,25,9831,11583,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,1571,215784,26,7724,7330,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,517,215784,27,6915,8215,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,2035,215784,28,9489,8257,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,1152,215784,29,11086,11614,requires_full_admission
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,7483,137,0,371,8804,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,2127,137,1,989,2576,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,2039,137,2,1165,2969,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,1550,137,3,537,2382,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,4498,137,4,865,5754,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,1420,137,5,2770,2722,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,4425,137,6,346,5185,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,1203,137,7,351,1629,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,892,137,8,678,2371,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,2100,137,9,378,2807,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,1130,137,10,354,1606,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,2515,137,11,349,3092,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,1014,137,12,340,1396,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,824,137,13,336,1179,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,804,137,14,604,1717,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,1214,137,15,782,1828,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,1358,137,16,637,2245,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,1221,137,17,444,1680,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,2072,137,18,379,3289,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,1166,137,19,914,1553,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,2211,137,20,658,4028,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,952,137,21,507,1310,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,1811,137,22,4757,3094,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,6481,137,23,355,6988,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,866,137,24,609,2048,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,1659,137,25,386,2295,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,3715,137,26,587,4861,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,1730,137,27,386,2841,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,3103,137,28,388,3762,exact_source_payload_semantic_not_current
D-bounded,random_entity_lookup,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,1,868323,868323,1722,137,29,416,2861,exact_source_payload_semantic_not_current
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,903,353,0,343,1312,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,791,353,1,336,1170,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,831,353,2,345,1215,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,840,353,3,336,1200,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,1683,353,4,336,2073,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,799,353,5,333,1150,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,774,353,6,1461,1318,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,1632,353,7,427,3026,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,925,353,8,338,1304,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,1013,353,9,600,1773,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,1287,353,10,959,1731,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,1473,353,11,348,2143,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,881,353,12,397,1368,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,1176,353,13,753,2142,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,2650,353,14,1410,4302,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,2650,353,15,353,3087,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,2385,353,16,358,2822,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,1948,353,17,364,2413,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,1095,353,18,1102,1620,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,1995,353,19,358,2448,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,4619,353,20,349,6824,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,891,353,21,619,1308,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,835,353,22,956,1234,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,4831,353,23,922,5355,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,889,353,24,556,1438,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,1518,353,25,355,2194,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,1055,353,26,352,1466,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,833,353,27,338,1195,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,1372,353,28,484,2339,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2,868323,868323,1576,353,29,365,3289,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,2872,432137,0,15963,28405,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,1066,432137,1,15717,16530,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,1213,432137,2,25694,19748,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,5090,432137,3,20566,24582,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,1263,432137,4,15958,22635,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,961,432137,5,14958,16535,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,1225,432137,6,27237,18887,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,1034,432137,7,21956,19452,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,6925,432137,8,27609,35330,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,6297,432137,9,26723,32585,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,1898,432137,10,25187,26980,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,8195,432137,11,55271,43107,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,983,432137,12,31381,30769,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,3541,432137,13,15037,17262,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,1059,432137,14,14583,14710,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,2959,432137,15,15167,18750,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,922,432137,16,18813,18075,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,3834,432137,17,17292,20019,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,1658,432137,18,15498,18005,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,1322,432137,19,16190,14248,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,1023,432137,20,10991,14234,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,1248,432137,21,58504,13796,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,2512,432137,22,57735,38536,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,8623,432137,23,18262,39502,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,935,432137,24,17574,25154,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,1797,432137,25,13548,18920,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,1739,432137,26,14849,14077,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,2766,432137,27,32648,20487,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,2789,432137,28,11308,15087,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,2001,868323,868323,1055,432137,29,12878,16996,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,4000,868323,868323,2560,863921,0,28182,34599,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,4000,868323,868323,1051,863921,1,32360,37794,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,4000,868323,868323,2295,863921,2,24640,34969,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,4000,868323,868323,1678,863921,3,25878,23856,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,4000,6b0a7a2666fe04e84ceeb1176995eec3c8cb8a2be83c2b91cf1255df522b0f40,4000,868323,868323,1024,863921,4,23628,29009,requires_full_admission_for_formula
